My Bot 1|361.5|L|2.24
My Bot 1|361.5|LJ|2.44
My Bot 1|361.51|L|2.53
My Bot 1|361.51|LJ|2.41
My Bot 1|361.52|L|2.39
My Bot 1|361.52|LJ|2.19
My Bot 1|361.53|L|2.44
My Bot 1|361.53|LJ|2.35
My Bot 1|361.54|L|2.62
My Bot 1|361.54|LJ|2.4
My Bot 1|361.55|L|2.58
My Bot 1|361.55|LJ|2.6
My Bot 1|361.56|L|2.26
My Bot 1|361.56|LJ|2.65
My Bot 1|361.57|L|2.44
My Bot 1|361.57|LJ|2.42
My Bot 1|361.58|L|2.4
My Bot 1|361.58|LJ|2.58
My Bot 1|361.59|L|2.65
My Bot 1|361.59|LJ|2.63
My Bot 1|361.6|L|2.43
My Bot 1|361.6|LJ|2.7
My Bot 1|361.61|L|2.49
My Bot 1|361.61|LJ|2.47
My Bot 1|361.62|L|2.54
My Bot 1|361.62|LJ|2.45
My Bot 1|361.63|L|2.63
My Bot 1|361.63|LJ|2.7
My Bot 1|361.64|L|2.59
My Bot 1|361.64|LJ|2.68
My Bot 1|361.65|L|2.75
My Bot 1|361.65|LJ|2.16
My Bot 1|361.66|L|2.32
My Bot 1|361.66|LJ|2.5
My Bot 1|361.67|L|2.68
My Bot 1|361.67|LJ|2.48
My Bot 1|361.68|L|2.73
My Bot 1|361.68|LJ|2.75
My Bot 1|361.69|L|2.8
My Bot 1|361.69|LJ|2.6
My Bot 1|361.7|L|2.5
My Bot 1|361.7|LJ|2.59
My Bot 1|361.71|L|2.55
My Bot 1|361.71|LJ|2.46
My Bot 1|361.72|L|2.8
My Bot 1|361.72|LJ|2.71
My Bot 1|361.73|L|2.78
My Bot 1|361.73|LJ|2.58
My Bot 1|361.74|L|2.32
My Bot 1|361.74|LJ|2.83
My Bot 1|361.75|L|2.53
My Bot 1|361.75|LJ|2.62
My Bot 1|361.76|L|2.76
My Bot 1|361.76|LJ|2.85
My Bot 1|361.77|L|2.83
My Bot 1|361.77|LJ|2.52
My Bot 1|361.78|L|2.81
My Bot 1|361.78|LJ|2.72
My Bot 1|361.79|L|2.67
My Bot 1|361.79|LJ|2.88
My Bot 1|361.8|L|2.63
My Bot 1|361.8|LJ|2.72
My Bot 1|361.81|L|2.81
My Bot 1|361.81|LJ|2.59
My Bot 1|361.82|L|2.39
My Bot 1|361.82|LJ|2.88
My Bot 1|361.83|L|2.42
My Bot 1|361.83|LJ|2.93
My Bot 1|361.84|L|2.72
My Bot 1|361.84|LJ|2.63
My Bot 1|361.85|L|2.77
My Bot 1|361.85|LJ|2.86
My Bot 1|361.86|L|2.91
My Bot 1|361.86|LJ|2.93
My Bot 1|361.87|L|2.98
My Bot 1|361.87|LJ|2.89
My Bot 1|361.88|L|2.68
My Bot 1|361.88|LJ|2.77
My Bot 1|361.89|L|2.73
My Bot 1|361.89|LJ|2.75
My Bot 1|361.9|L|2.98
My Bot 1|361.9|LJ|2.89
My Bot 1|361.91|L|2.87
My Bot 1|361.91|LJ|2.85
My Bot 1|361.92|L|2.83
My Bot 1|361.92|LJ|2.94
My Bot 1|361.93|L|2.8
My Bot 1|361.93|LJ|2.69
My Bot 1|361.94|L|2.56
My Bot 1|361.94|LJ|2.85
My Bot 1|361.95|L|2.81
My Bot 1|361.95|LJ|3.03
My Bot 1|361.96|L|2.88
My Bot 1|361.96|LJ|3.01
My Bot 1|361.97|L|2.58
My Bot 1|361.97|LJ|3.06
My Bot 1|361.98|L|2.83
My Bot 1|361.98|LJ|2.65
My Bot 1|361.99|L|2.9
My Bot 1|361.99|LJ|2.99
My Bot 1|362.0|L|3.04
My Bot 1|362.0|LJ|3.06
My Bot 1|362.01|L|3.11
My Bot 1|362.01|LJ|2.93
My Bot 1|362.02|L|2.9
My Bot 1|362.02|LJ|2.88
My Bot 1|362.03|L|3.04
My Bot 1|362.03|LJ|2.86
My Bot 1|362.04|L|2.93
My Bot 1|362.04|LJ|3.11
My Bot 1|362.05|L|2.89
My Bot 1|362.05|LJ|3.09
My Bot 1|362.06|L|2.86
My Bot 1|362.06|LJ|3.16
My Bot 1|362.07|L|2.93
My Bot 1|362.07|LJ|2.91
My Bot 1|362.08|L|3.09
My Bot 1|362.08|LJ|2.98
My Bot 1|362.09|L|3.16
My Bot 1|362.09|LJ|3.07
My Bot 1|362.1|L|3.21
My Bot 1|362.1|LJ|2.91
My Bot 1|362.11|L|2.98
My Bot 1|362.11|LJ|2.8
My Bot 1|362.12|L|2.87
My Bot 1|362.12|LJ|2.96
My Bot 1|362.13|L|3.1
My Bot 1|362.13|LJ|3.21
My Bot 1|362.14|L|3.06
My Bot 1|362.14|LJ|3.19
My Bot 1|362.15|L|2.85
My Bot 1|362.15|LJ|3.24
My Bot 1|362.16|L|3.03
My Bot 1|362.16|LJ|3.01
My Bot 1|362.17|L|3.26
My Bot 1|362.17|LJ|3.08
My Bot 1|362.18|L|2.95
My Bot 1|362.18|LJ|3.24
My Bot 1|362.19|L|3.29
My Bot 1|362.19|LJ|3.22
My Bot 1|362.2|L|3.08
My Bot 1|362.2|LJ|3.06
My Bot 1|362.21|L|3.13
My Bot 1|362.21|LJ|3.04
My Bot 1|362.22|L|3.09
My Bot 1|362.22|LJ|3.22
My Bot 1|362.23|L|3.29
My Bot 1|362.23|LJ|3.27
My Bot 1|362.24|L|3.34
My Bot 1|362.24|LJ|2.86
My Bot 1|362.25|L|3.02
My Bot 1|362.25|LJ|2.91
My Bot 1|362.26|L|3.27
My Bot 1|362.26|LJ|3.0
My Bot 1|362.27|L|3.34
My Bot 1|362.27|LJ|3.05
My Bot 1|362.28|L|3.3
My Bot 1|362.28|LJ|3.39
My Bot 1|362.29|L|3.07
My Bot 1|362.29|LJ|3.18
My Bot 1|362.3|L|3.14
My Bot 1|362.3|LJ|3.16
My Bot 1|362.31|L|3.39
My Bot 1|362.31|LJ|3.21
My Bot 1|362.32|L|3.26
My Bot 1|362.32|LJ|3.35
My Bot 1|362.33|L|3.24
My Bot 1|362.33|LJ|3.14
My Bot 1|362.34|L|3.12
My Bot 1|362.34|LJ|3.21
My Bot 1|362.35|L|3.26
My Bot 1|362.35|LJ|2.97
My Bot 1|362.36|L|3.44
My Bot 1|362.36|LJ|3.42
My Bot 1|362.37|L|3.4
My Bot 1|362.37|LJ|3.31
My Bot 1|362.38|L|3.26
My Bot 1|362.38|LJ|3.47
My Bot 1|362.39|L|3.31
My Bot 1|362.39|LJ|3.24
My Bot 1|362.4|L|3.29
My Bot 1|362.4|LJ|3.4
My Bot 1|362.41|L|3.45
My Bot 1|362.41|LJ|3.47
My Bot 1|362.42|L|3.14
My Bot 1|362.42|LJ|3.52
My Bot 1|362.43|L|3.31
My Bot 1|362.43|LJ|3.11
My Bot 1|362.44|L|3.45
My Bot 1|362.44|LJ|2.98
My Bot 1|362.45|L|3.52
My Bot 1|362.45|LJ|3.5
My Bot 1|362.46|L|3.39
My Bot 1|362.46|LJ|3.57
My Bot 1|362.47|L|3.36
My Bot 1|362.47|LJ|3.25
My Bot 1|362.48|L|3.32
My Bot 1|362.48|LJ|3.34
My Bot 1|362.49|L|3.39
My Bot 1|362.49|LJ|3.39
My Bot 1|362.5|L|3.37
My Bot 1|362.5|LJ|3.57
My Bot 1|363.09|L|2.08
My Bot 1|363.1|L|2.39
My Bot 1|364.04|L|3.84
My Bot 1|364.99|LJ|4.63
My Bot 1|367.61|LJ|6.6
My Bot 1|367.62|LJ|6.91
My Bot 1|368.56|LJ|8.36
My Bot 1|369.51|LJ|9.15
My Bot 1|372.12|L|11.11
My Bot 1|372.13|L|11.42
My Bot 1|373.08|LJ|12.88
My Bot 1|374.03|LJ|13.67
My Bot 1|376.63|L|15.62
My Bot 1|376.64|LJ|15.93
My Bot 1|377.6|LJ|17.4
My Bot 1|378.55|LJ|18.19
My Bot 1|381.14|LJ|20.13
My Bot 1|381.15|LJ|20.44
My Bot 1|382.11|L|21.91
My Bot 1|383.07|LJ|22.71
My Bot 1|385.64|LJ|24.63
My Bot 1|385.66|L|24.94
My Bot 1|386.62|LJ|26.42
My Bot 1|387.58|L|27.22
My Bot 1|390.14|L|29.13
My Bot 1|390.15|L|29.44
My Bot 1|391.13|L|30.93
My Bot 1|392.09|LJ|31.73
My Bot 1|394.63|LJ|33.62
My Bot 1|394.65|L|33.93
My Bot 1|395.63|L|35.43
My Bot 1|396.6|LJ|36.24
My Bot 1|399.12|LJ|38.11
