872|438|838|442|41.4207142857143|S|189.04|28
954|564|838|442|24.1476923076923|S|139.14|26
899|527|838|442|16.0925|S|127.56|24
953|563|838|442|0.942380952380952|S|139.04|21
714|552|838|442|108.421052631579|S|33.88|19
946|533|838|442|6.34789473684211|S|147.09|19
819|527|838|442|89.6416666666666|S|77.68|18
930|527|838|442|10.5194444444444|S|143.22|18
911|527|838|442|16.4329411764706|S|133.67|17
777|527|838|442|7.1875|S|52.85|16
880|527|838|442|72.9975|S|117.3|16
882|528|838|442|3.826875|S|118.32|16
906|528|838|442|69.639375|S|131.32|16
848|527|838|442|47.952|S|96.96|15
899|527|838|442|104.85|S|127.7|15
918|528|838|442|20.1846666666667|S|137.72|15
955|564|838|442|39.3706666666667|S|140.94|15
718|552|838|442|14.8571428571429|S|34.87|14
730|539|838|442|47.4657142857143|S|35.38|14
814|528|838|442|27.9428571428571|S|74.81|14
853|528|838|442|61.7142857142857|S|100.22|14
835|528|838|442|88.0|S|88.12|13
924|528|838|442|15.6623076923077|S|139.66|13
953|564|838|442|10.7692307692308|S|138.98|13
841|528|838|442|46.6933333333334|S|92.35|12
910|527|838|442|26.3125|S|133.38|12
953|563|838|442|19.36|S|139.05|12
725|540|838|442|16.0|S|34.43|11
931|527|838|442|3.17090909090909|S|143.59|11
819|528|838|442|9.6|S|77.92|10
820|528|838|442|20.6|S|78.32|10
882|527|838|442|10.267|S|118.56|10
885|528|838|442|26.208|S|119.72|10
895|527|838|442|83.997|S|125.73|10
729|539|838|442|64.0|S|34.95|9
753|528|838|442|42.6666666666667|S|41.21|9
768|527|838|442|81.7777777777778|S|47.95|9
772|527|838|442|96.0|S|49.49|9
833|528|838|442|74.0944444444444|S|87.11|9
891|527|838|442|82.24|S|123.66|9
899|527|838|442|87.63|S|127.82|9
717|552|838|442|32.0|S|34.63|8
758|527|838|442|48.0|S|42.51|8
780|528|838|442|12.0|S|54.15|8
817|527|838|442|96.0|S|76.41|8
835|527|838|442|35.26875|S|88.34|8
878|527|838|442|14.45|S|116.3|8
897|528|838|442|76.7175|S|126.56|8
905|528|838|442|14.43375|S|131.34|8
743|533|838|442|80.0|S|38.4|7
747|533|838|442|96.0|S|41.19|7
753|527|838|442|64.0|S|40.93|7
756|527|838|442|82.2857142857143|S|41.87|7
789|528|838|442|12.6628571428571|S|59.58|7
802|528|838|442|96.0|S|67.41|7
817|527|838|442|54.8571428571429|S|76.6|7
819|527|838|442|85.3028571428571|S|77.71|7
819|527|838|442|55.25|S|77.78|7
861|528|838|442|11.2|S|105.21|7
903|527|838|442|34.03|S|130.29|7
922|528|838|442|2.73571428571429|S|138.82|7
704|558|838|442|16.0|S|31.8|6
753|528|838|442|96.0|S|41.19|6
756|527|838|442|64.0|S|41.93|6
770|528|838|442|96.0|S|48.89|6
771|527|838|442|80.0|S|49.1|6
784|528|838|442|48.0|S|56.21|6
822|527|838|442|24.0|S|79.84|6
825|528|838|442|93.0666666666667|S|81.57|6
828|528|838|442|64.0|S|83.87|6
831|527|838|442|15.6616666666667|S|85.91|6
847|528|838|442|70.6666666666667|S|96.39|6
875|527|838|442|15.0216666666667|S|114.32|6
884|527|838|442|4.17833333333333|S|119.49|6
920|527|838|442|9.075|S|138.38|6
931|528|838|442|15.7066666666667|S|143.3|6
939|528|838|442|43.9583333333333|S|145.6|6
737|533|838|442|44.8|S|36.6|5
740|533|838|442|96.0|S|37.52|5
761|528|838|442|19.2|S|45.48|5
792|527|838|442|19.2|S|61.02|5
864|528|838|442|67.84|S|107.39|5
875|528|838|442|16.106|S|113.94|5
885|527|838|442|44.85|S|120.18|5
905|528|838|442|33.408|S|131.18|5
947|546|838|442|14.804|S|143.02|5
953|563|838|442|58.93|S|140.69|5
683|569|838|442|16.0|S|29.66|4
726|540|838|442|24.0|S|34.52|4
732|534|838|442|80.0|S|33.75|4
745|533|838|442|96.0|S|39.03|4
770|528|838|442|48.0|S|48.97|4
778|527|838|442|20.0|S|53.18|4
806|528|838|442|72.0|S|69.31|4
829|527|838|442|23.5125|S|84.22|4
838|527|838|442|87.01|S|90.26|4
866|528|838|442|92.05|S|108.45|4
870|528|838|442|24.0|S|110.99|4
873|528|838|442|79.68|S|112.66|4
878|527|838|442|95.04|S|115.95|4
885|528|838|442|62.08|S|119.93|4
899|528|838|442|70.5375|S|127.39|4
904|528|838|442|43.385|S|130.51|4
905|527|838|442|95.04|S|131.3|4
918|528|838|442|109.97|S|137.53|4
923|527|838|442|34.135|S|139.34|4
670|569|838|442|5.33333333333333|S|23.7|3
713|552|838|442|68.6666666666667|S|31.72|3
730|539|838|442|53.3333333333333|S|35.29|3
741|534|838|442|26.6666666666667|S|38.1|3
766|528|838|442|96.0|S|47.24|3
780|527|838|442|25.5833333333333|S|54.28|3
781|527|838|442|9.58333333333333|S|54.61|3
782|528|838|442|41.5833333333333|S|55.43|3
785|528|838|442|96.0|S|56.82|3
792|484|838|442|32.0|S|40.28|3
792|527|838|442|96.0|S|61.19|3
807|527|838|442|96.0|S|70.12|3
808|528|838|442|80.45|S|70.94|3
815|528|838|442|53.3333333333333|S|75.32|3
819|527|838|442|32.0|S|77.52|3
829|528|838|442|72.8366666666667|S|84.2|3
830|527|838|442|31.35|S|85.22|3
841|527|838|442|87.6433333333333|S|92.51|3
849|528|838|442|63.35|L|97.66|3
857|528|838|442|67.7666666666667|S|102.72|3
869|528|838|442|80.32|S|110.48|3
880|527|838|442|15.3766666666667|S|117.07|3
880|527|838|442|32.4433333333333|S|117.56|3
885|484|838|442|26.9333333333333|S|140.83|3
887|438|838|442|71.6066666666667|S|191.38|3
891|527|838|442|14.5233333333333|S|124.06|3
893|527|838|442|27.63|S|124.57|3
893|527|838|442|89.4566666666667|S|124.67|3
896|527|838|442|58.6833333333333|S|126.0|3
899|484|838|442|58.1333333333333|S|149.72|3
901|527|838|442|29.21|S|129.54|3
903|527|838|442|11.3433333333333|S|130.38|3
905|457|838|442|42.01|S|174.72|3
905|461|838|442|37.0833333333333|S|171.15|3
905|471|838|442|88.64|S|163.39|3
905|470|838|442|60.2066666666667|S|163.65|3
905|528|838|442|101.083333333333|S|131.17|3
905|527|838|442|70.61|S|131.33|3
908|528|838|442|72.2833333333333|S|132.56|3
913|528|838|442|104.196666666667|S|134.44|3
915|528|838|442|52.32|S|135.09|3
921|528|838|442|29.28|S|138.49|3
924|528|838|442|58.2766666666667|S|141.16|3
932|528|838|442|18.72|S|143.53|3
947|517|838|442|23.9633333333333|S|153.72|3
947|537|838|442|11.6266666666667|S|145.92|3
954|555|838|442|25.3866666666667|S|143.38|3
667|491|838|442|8.0|S|355.42|2
674|569|838|442|8.0|S|21.67|2
678|569|838|442|8.0|S|24.73|2
683|569|838|442|8.0|S|27.61|2
683|569|838|442|8.0|S|27.71|2
700|495|838|442|13.295|S|5.65|2
699|563|838|442|32.0|S|30.77|2
704|535|838|442|16.0|S|24.46|2
707|551|838|442|8.0|S|30.41|2
707|551|838|442|8.0|S|30.46|2
708|551|838|442|26.24|S|30.57|2
709|552|838|442|16.0|S|30.94|2
710|551|838|442|26.24|S|31.03|2
714|529|838|442|48.0|S|26.19|2
714|552|838|442|16.0|S|33.87|2
719|476|838|442|8.0|S|3.57|2
719|538|838|442|8.0|S|30.37|2
719|545|838|442|32.0|S|32.99|2
720|546|838|442|16.0|S|33.3|2
722|493|838|442|40.0|S|14.25|2
721|545|838|442|16.0|S|33.38|2
721|545|838|442|24.0|S|33.47|2
722|545|838|442|24.0|S|33.57|2
722|537|838|442|8.0|S|30.83|2
724|518|838|442|48.0|S|23.42|2
726|540|838|442|40.0|J|32.74|2
727|540|838|442|8.0|S|34.7|2
728|535|838|442|24.0|S|31.27|2
727|540|838|442|16.0|S|34.9|2
731|479|838|442|48.0|S|8.39|2
731|534|838|442|7.865|S|33.47|2
731|534|838|442|80.0|S|33.49|2
731|534|838|442|16.0|S|33.72|2
732|534|838|442|48.0|S|33.77|2
733|479|838|442|24.0|S|8.48|2
733|483|838|442|16.0|S|10.61|2
732|533|838|442|25.825|J|33.72|2
734|533|838|442|16.0|S|33.93|2
734|533|838|442|48.0|S|34.12|2
735|533|838|442|24.0|S|34.3|2
734|534|838|442|8.0|S|34.46|2
736|533|838|442|8.0|S|34.51|2
735|533|838|442|40.0|S|34.53|2
736|464|838|442|8.0|S|0.76|2
737|486|838|442|8.0|S|15.54|2
737|533|838|442|40.0|L|36.6|2
737|533|838|442|40.0|S|34.82|2
737|534|838|442|48.0|S|35.05|2
737|534|838|442|56.0|S|35.2|2
738|533|838|442|80.0|S|35.3|2
738|534|838|442|8.0|S|35.37|2
739|533|838|442|48.0|S|35.41|2
739|534|838|442|48.0|S|35.63|2
740|533|838|442|8.0|S|35.57|2
740|442|838|442|40.0|S|350.59|2
740|526|838|442|48.0|S|32.78|2
742|534|838|442|26.56|S|38.2|2
743|534|838|442|53.12|S|38.41|2
743|534|838|442|16.0|S|38.67|2
744|534|838|442|80.0|S|38.79|2
744|534|838|442|80.0|S|38.9|2
746|533|838|442|96.0|S|39.37|2
753|523|838|442|72.0|S|39.46|2
754|527|838|442|32.0|S|41.26|2
754|528|838|442|80.0|S|41.45|2
757|470|838|442|48.0|S|11.11|2
757|527|838|442|48.0|S|42.38|2
757|528|838|442|96.0|S|42.55|2
763|527|838|442|88.0|S|44.54|2
766|527|838|442|88.0|S|45.68|2
766|527|838|442|40.0|S|45.79|2
768|527|838|442|80.0|L|47.7|2
